sid,name,slug,sector,ticker,marketCap,price,change,turnover
IZMO,Izmo Ltd,/stocks/izmo-IZMO,Software Services,IZMO,Smallcap,992.5,-2.029999971,58788528
SNFS,Sundram Fasteners Ltd,/stocks/sundram-fasteners-SNFS,Auto Parts,SUNDRMFAST,Smallcap,932.1500244,-1.519999981,58252396
NEPHR,Nephrocare Health Services Ltd,/stocks/nephrocare-health-services-NEPHR,Hospitals & Diagnostic Centres,NEPHROPLUS,Smallcap,671.9500122,-0.439999998,58143000
KALAM,Sai Silks (Kalamandir) Ltd,/stocks/sai-silks-kalamandir-KALAM,Textiles,KALAMANDIR,Smallcap,105.8300018,0.200000003,57571308
SUBR,Subros Ltd,/stocks/subros-SUBR,Auto Parts,SUBROS,Smallcap,848.0999756,-0.07,57501724
MAHN,CIE Automotive India Ltd,/stocks/mahindra-cie-automotive-MAHN,Auto Parts,CIEINDIA,Smallcap,471.0499878,-0.649999976,57279760
POKR,Pokarna Ltd,/stocks/pokarna-POKR,Cement,POKARNA,Smallcap,1024.199951,-0.07,57124032
BCLI,BCL Industries Ltd,/stocks/bcl-industries-BCLI,FMCG - Foods,BCLIND,Smallcap,36.52000046,3.839999914,57070364
FIIN,Fiem Industries Ltd,/stocks/fiem-industries-FIIN,Auto Parts,FIEMIND,Smallcap,2261.699951,,56933156
GNR,Gujarat Natural Resources Ltd,/stocks/gujarat-natural-resources-GNR,Oil & Gas - Exploration & Production,GNRL,Smallcap,102.6600037,-2.420000076,56924028
CRAM,Canara Robeco Asset Management Company Ltd,/stocks/canara-robeco-asset-management-company-CRAM,Asset Management,CRAMC,Smallcap,255.7799988,0.01,56879416
TIPC,Tipco Engineering India Ltd,/stocks/tipco-engineering-india-TIPC,Industrial Machinery,TIPCO,Smallcap,193.3500061,5,56830976
MACP,Macpower Cnc Machines Ltd,/stocks/macpower-cnc-machines-MACP,Industrial Machinery,MACPOWER,Smallcap,1422.199951,2.059999943,56726732
REXP,Rajesh Exports Ltd,/stocks/rajesh-exports-REXP,"Precious Metals, Jewellery & Watches",RAJESHEXPO,Smallcap,95.01999664,3.640000105,56704768
ASHI,Ashika Global Securities Ltd,/stocks/ashika-credit-capital-ASHI,IT Services & Consulting,ASHIKA,Smallcap,396.25,1.539999962,56552716
SYMP,Symphony Ltd,/stocks/symphony-SYMP,Home Electronics & Appliances,SYMPHONY,Smallcap,695.25,0.550000012,56422392
SELEC,Schneider Electric President Systems Ltd,/stocks/schneider-electric-president-systems-SELEC,Electrical Components & Equipments,SELECTRIC,Smallcap,1669.25,10,56383928
PAIS,5Paisa Capital Ltd,/stocks/5paisa-capital-PAIS,Diversified Financials,5PAISA,Smallcap,387.6499939,0.610000014,56378708
NAVR,Navkar Corporation Ltd,/stocks/navkar-corporation-NAVR,Logistics,NAVKARCORP,Smallcap,110.9700012,-0.930000007,56367360
VNDY,Vindhya Telelinks Ltd,/stocks/vindhya-telelinks-VNDY,Telecom Equipments,VINDHYATEL,Smallcap,2032.900024,-1.789999962,56332008
VENK,Venky's (India) Ltd,/stocks/venkys-india-VENK,Packaged Foods & Meats,VENKEYS,Smallcap,1426.099976,-0.280000001,56305196
OBS,OBSC Perfection Ltd,/stocks/obsc-perfection-OBS,Auto Parts,OBSCP,Smallcap,606.75,1.980000019,56041488
GMMP,GMM Pfaudler Ltd,/stocks/gmm-pfaudler-GMMP,Industrial Machinery,GMMPFAUDLR,Smallcap,776.75,0.689999998,55999688
EIHO,EIH Ltd,/stocks/eih-EIHO,"Hotels, Resorts & Cruise Lines",EIHOTEL,Smallcap,329.3999939,1.149999976,55794656
ORCD,Orchid Pharma Ltd,/stocks/orchid-pharma-ORCD,Pharmaceuticals,ORCHPHARMA,Smallcap,956.4000244,-2.339999914,55775076
MUKA,Mukand Ltd,/stocks/mukand-MUKA,Iron & Steel,MUKANDLTD,Smallcap,132.9900055,0.02,55668136
NII,Niit Learning Systems Ltd,/stocks/niit-learning-systems-NII,Education Services,NIITMTS,Smallcap,238.1699982,2.039999962,55630220
KPE,K.P. Energy Ltd,/stocks/kp-energy-KPE,Renewable Energy,KPEL,Smallcap,342,-0.200000003,54905672
NIVA,Niva Bupa Health Insurance Company Ltd,/stocks/niva-bupa-health-insurance-company-NIVA,Insurance,NIVABUPA,Smallcap,86.62000275,0.389999986,54780120
SFLG,Sunflag Iron and Steel Co Ltd,/stocks/sunflag-iron-and-steel-co-SFLG,Iron & Steel,SUNFLAG,Smallcap,353.3500061,-0.550000012,54746964
BRLC,Birla Corporation Ltd,/stocks/birla-corporation-BRLC,Cement,BIRLACORPN,Smallcap,981.5499878,0.029999999,54595024
WINDL,Windlas Biotech Ltd,/stocks/windlas-biotech-WINDL,Pharmaceuticals,WINDLAS,Smallcap,871.9000244,1.24000001,54285944
DPE,Divine Power Energy Ltd,/stocks/divine-power-energy-DPE,Cables,DPEL,Smallcap,515.5999756,3.880000114,54236700
ERDY,Eveready Industries India Ltd,/stocks/eveready-industries-india-ERDY,Batteries,EVEREADY,Smallcap,367.7999878,-1.340000033,54155940
CEW,Concord Enviro Systems Ltd,/stocks/concord-enviro-systems-CEW,Environmental Services,CEWATER,Smallcap,329.25,-1.639999986,53780304
GYSC,Shah Metacorp Ltd,/stocks/gyscoal-alloys-GYSC,Iron & Steel,SHAH,Smallcap,4.860000134,2.529999971,53226616
ANO,Anondita Medicare Ltd,/stocks/anondita-medicare-ANO,FMCG - Personal Products,ANONDITA,Smallcap,1197.900024,0.769999981,53207184
MOLT,Mold-Tek Packaging Ltd,/stocks/mold-tek-packaging-MOLT,Plastic Products,MOLDTKPAC,Smallcap,704.8499756,-1.070000052,53184200
SHREF,Shree Refrigerations Ltd,/stocks/shree-refrigerations-SHREF,Building Products - Others,SHREEREF,Smallcap,370.5,-3.74000001,52903872
LUXI,Lux Industries Ltd,/stocks/lux-industries-LUXI,Apparel & Accessories,LUXIND,Smallcap,1244.599976,0.519999981,52737148
BAJ,Bajaj Healthcare Ltd,/stocks/bajaj-healthcare-BAJ,Pharmaceuticals,BAJAJHCARE,Smallcap,344.6000061,0.660000026,52663692
ELLE,Ellenbarrie Industrial Gases Ltd,/stocks/ellenbarrie-industrial-gases-ELLE,Commodity Chemicals,ELLEN,Smallcap,261.25,-0.400000006,52548188
MICR,20 Microns Ltd,/stocks/20-microns-MICR,Specialty Chemicals,20MICRONS,Smallcap,204.3600006,1.279999971,52538420
HOEX,Hindustan Oil Exploration Company Ltd,/stocks/hindustan-oil-exploration-company-HOEX,Oil & Gas - Exploration & Production,HINDOILEXP,Smallcap,160.2100067,0.560000002,52087620
INI,Insolation Energy Ltd,/stocks/insolation-energy-INI,Renewable Energy,INA,Smallcap,113.8499985,-1.720000029,52068264
JYTS,Jyoti Structures Ltd,/stocks/jyoti-structures-JYTS,Power Transmission & Distribution,JYOTISTRUC,Smallcap,11.85000038,-1.090000033,51946376
GLOS,Globus Spirits Ltd,/stocks/globus-spirits-GLOS,Alcoholic Beverages,GLOBUSSPR,Smallcap,910.5,-1.830000043,51897584
TTML,Tata Teleservices (Maharashtra) Ltd,/stocks/tata-teleservices-maharashtra-TTML,Telecom Services,TTML,Smallcap,42.77000046,-0.699999988,51549368
CAPIN,Capital Infra Trust,/stocks/capital-infra-trust-CAPIN,Construction & Engineering,CAPINVIT,Smallcap,74.26999664,1.74000001,51510888
EMMF,Emmforce Autotech Ltd,/stocks/emmforce-autotech-EMMF,Auto Parts,EMMFORCE,Smallcap,184.8999939,9.380000114,51382548
CNTP,Century Plyboards (India) Ltd,/stocks/century-plyboards-india-CNTP,Wood Products,CENTURYPLY,Smallcap,775.0999756,2.589999914,51237664
RMT,Ratnamani Metals and Tubes Ltd,/stocks/ratnamani-metals-and-tubes-RMT,Building Products - Pipes,RATNAMANI,Smallcap,2512.5,1.120000005,51033140
CTL,Capital Trade Links Ltd,/stocks/capital-trade-links-CTL,Consumer Finance,CTL,Smallcap,21.51000023,10.88000011,50882360
SHRIA,Shri Ahimsa Naturals Ltd,/stocks/shri-ahimsa-naturals-SHRIA,FMCG - Foods,SHRIAHIMSA,Smallcap,432.5,3.380000114,50646288
MHSM,Maharashtra Seamless Ltd,/stocks/maharashtra-seamless-MHSM,Building Products - Pipes,MAHSEAMLES,Smallcap,610.0499878,0.829999983,50621904
GOLU,Gulf Oil Lubricants India Ltd,/stocks/gulf-oil-lubricants-india-GOLU,Commodity Chemicals,GULFOILLUB,Smallcap,1055.599976,0.810000002,50389340
IRM,Irm Energy Ltd,/stocks/irm-energy-IRM,Gas Distribution,IRMENERGY,Smallcap,271.6499939,-2.019999981,50352956
CHAL,Chalet Hotels Ltd,/stocks/chalet-hotels-CHAL,"Hotels, Resorts & Cruise Lines",CHALET,Smallcap,834.7000122,-0.289999992,50285796
FRONS,Frontier Springs Ltd,/stocks/frontier-springs-FRONS,Industrial Machinery,FRONTSP,Smallcap,1451.199951,-4.25,50131228
CREI,CARE Ratings Ltd,/stocks/care-ratings-CREI,Stock Exchanges & Ratings,CARERATING,Smallcap,1645.400024,-1.370000005,49715208
SNDA,TSF Investments Ltd,/stocks/sundaram-finance-holdings-SNDA,Investment Banking & Brokerage,TSFINV,Smallcap,455.5,0.769999981,49702236
MAJC,Aurum Proptech Ltd,/stocks/majesco-MAJC,IT Services & Consulting,AURUM,Smallcap,231.8999939,1.789999962,49456824
FLY,FlySBS Aviation Ltd,/stocks/flysbs-aviation-FLY,Airlines,FLYSBS,Smallcap,472.2000122,3.160000086,48929536
ARLF,Arman Financial Services Ltd,/stocks/arman-financial-services-ARLF,Consumer Finance,ARMANFIN,Smallcap,1743.900024,1.370000005,48786788
CERA,Cera Sanitaryware Ltd,/stocks/cera-sanitaryware-CERA,Building Products - Ceramics,CERA,Smallcap,6460,-0.25,48671580
JNDR,Jindal Drilling and Industries Ltd,/stocks/jindal-drilling-and-industries-JNDR,Oil & Gas - Equipment & Services,JINDRILL,Smallcap,553.5,0.119999997,48463948
SPO,Sportking India Ltd,/stocks/sportking-india-SPO,Textiles,SPORTKING,Smallcap,179.3399963,1.669999957,48387684
VICH,Vishnu Chemicals Ltd,/stocks/vishnu-chemicals-VICH,Diversified Chemicals,VISHNU,Smallcap,622.1500244,-0.959999979,48348008
IFBI,IFB Industries Ltd,/stocks/ifb-industries-IFBI,Auto Parts,IFBIND,Smallcap,1282.800049,-0.579999983,48218896
DSSL,Dynacons Systems and Solutions Ltd,/stocks/dynacons-systems-and-solutions-DSSL,IT Services & Consulting,DSSL,Smallcap,1316.900024,-2.00999999,48167792
UNLB,Unichem Laboratories Ltd,/stocks/unichem-laboratories-UNLB,Pharmaceuticals,UNICHEMLAB,Smallcap,473,1.580000043,47999444
PAN,Panorama Studios International Ltd,/stocks/panorama-studios-international-PAN,Movies & TV Serials,PANORAMA,Smallcap,51.52000046,7.289999962,47900672
GMBR,G M Breweries Ltd,/stocks/g-m-breweries-GMBR,Alcoholic Beverages,GMBREW,Smallcap,977.5999756,-0.239999995,47863688
KDDL,KDDL Ltd,/stocks/kddl-KDDL,"Precious Metals, Jewellery & Watches",KDDL,Smallcap,3244,-1.129999995,47830272
DCMS,DCM Shriram Ltd,/stocks/dcm-shriram-DCMS,Diversified Chemicals,DCMSHRIRAM,Smallcap,1025.900024,0.610000014,47772456
KAMI,Kamdhenu Ltd,/stocks/kamdhenu-KAMI,Iron & Steel,KAMDHENU,Smallcap,31.25,1.590000033,47642780
RAYM,Raymond Lifestyle Ltd,/stocks/raymond-lifestyle-RAYM,Apparel & Accessories,RAYMONDLSL,Smallcap,774,-0.879999995,47355048
GUJTH,Gujarat Themis Biosyn Ltd,/stocks/gujarat-themis-biosyn-GUJTH,Pharmaceuticals,GUJTHEM,Smallcap,385.9500122,-2.539999962,47283160
SHRIR,Shriram Properties Ltd,/stocks/shriram-properties-SHRIR,Real Estate,SHRIRAMPPS,Smallcap,89.22000122,0.589999974,47150420
PIX,PIX Transmissions Ltd,/stocks/pix-transmission-PIX,Industrial Machinery,PIXTRANS,Smallcap,1810.599976,-1.320000052,47149332
JKPA,JK Paper Ltd,/stocks/jk-paper-JKPA,Paper Products,JKPAPER,Smallcap,348.9500122,0.270000011,47134204
AJAN,Amrutanjan Health Care Ltd,/stocks/amrutanjan-health-care-AJAN,Pharmaceuticals,AMRUTANJAN,Smallcap,538.4000244,-0.75999999,46991540
AISG,Asahi India Glass Ltd,/stocks/asahi-india-glass-AISG,Auto Parts,ASAHIINDIA,Smallcap,873.6500244,-1.710000038,46825128
DWAR,Dwarikesh Sugar Industries Ltd,/stocks/dwarikesh-sugar-industries-DWAR,Sugar,DWARKESH,Smallcap,44.11000061,0.519999981,46785480
ORHT,Oriental Hotels Ltd,/stocks/oriental-hotels-ORHT,"Hotels, Resorts & Cruise Lines",ORIENTHOT,Smallcap,139.2599945,-1.350000024,46596132
GALX,Galaxy Surfactants Ltd,/stocks/galaxy-surfactants-GALX,Specialty Chemicals,GALAXYSURF,Smallcap,2049.899902,3.450000048,46326312
HLE,HLE Glascoat Ltd,/stocks/hle-glascoat-HLE,Industrial Machinery,HLEGLAS,Smallcap,381.2000122,-2.769999981,46272824
RAMR,Ram Ratna Wires Ltd,/stocks/ram-ratna-wires-RAMR,Electrical Components & Equipments,RAMRAT,Smallcap,395.6000061,-3.180000067,46189264
TLSV,TeamLease Services Ltd,/stocks/teamlease-services-TLSV,Employment Services,TEAMLEASE,Smallcap,1421.300049,-3.170000076,46099228
ORIA,Oriana Power Ltd,/stocks/oriana-power-ORIA,Construction & Engineering,ORIANA,Smallcap,1583.400024,-0.860000014,45934640
UFLX,Uflex Ltd,/stocks/uflex-UFLX,Packaging,UFLEX,Smallcap,438.2999878,2.069999933,45883964
RTNI,Rattanindia Enterprises Ltd,/stocks/rattanindia-infrastructure-RTNI,Power Trading & Consultancy,RTNINDIA,Smallcap,33.59000015,-1.639999986,45852332
KSHT,Kshitij Polyline Ltd,/stocks/kshitij-polyline-KSHT,Stationery,KSHITIJPOL,Smallcap,4.099999905,4.590000153,45780568
MANC,Manaksia Coated Metals & Industries Ltd,/stocks/manaksia-coated-metals-and-industries-MANC,Metals - Diversified,MANAKCOAT,Smallcap,118.1600037,2.549999952,45266568
VST,VST Tillers Tractors Ltd,/stocks/vst-tillers-tractors-VST,Tractors,VSTTILLERS,Smallcap,4546.100098,-0.50999999,44867232
MBE,M & B Engineering Ltd,/stocks/m-and-b-engineering-MBE,Building Products - Prefab Structures,MBEL,Smallcap,325.25,-0.959999979,44560776
LAX,Laxmi Dental Ltd,/stocks/laxmi-dental-LAX,Health Care Equipment & Supplies,LAXMIDENTL,Smallcap,228.0200043,1.440000057,44511496
JAIR,Jain Irrigation Systems Ltd,/stocks/jain-irrigation-systems-JAIR,Agricultural & Farm Machinery,JISLJALEQS,Smallcap,34.65000153,-1.309999943,44455488
CAMP,Campus Activewear Ltd,/stocks/campus-activewear-CAMP,Apparel & Accessories,CAMPUS,Smallcap,235.0599976,0.370000005,44044716
KIOC,KIOCL Ltd,/stocks/kiocl-KIOC,Iron & Steel,KIOCL,Smallcap,387.6000061,0.270000011,43994052
AWH,Antony Waste Handling Cell Ltd,/stocks/antony-waste-handling-cell-AWH,Environmental Services,AWHCL,Smallcap,481.9500122,0.790000021,43854428
HARIO,Hariom Pipe Industries Ltd,/stocks/hariom-pipe-industries-HARIO,Building Products - Pipes,HARIOMPIPE,Smallcap,399.8500061,0.460000008,43713440
PDSM,PDS Ltd,/stocks/pds-multinational-fashions-PDSM,Textiles,PDSL,Smallcap,366.6499939,-0.620000005,43489968
DIF,Diffusion Engineers Ltd,/stocks/diffusion-engineers-DIF,Industrial Machinery,DIFFNKG,Smallcap,416.3500061,-2.119999886,43447160
IMAW,Imagicaaworld Entertainment Ltd,/stocks/imagicaaworld-entertainment-IMAW,Theme Parks & Gaming,IMAGICAA,Smallcap,47.86000061,-0.730000019,43398620
JCHA,Bosch Home Comfort India Ltd,/stocks/johnson-controls-hitachi-air-conditioning-india-JCHA,Home Electronics & Appliances,BOSCH-HCIL,Smallcap,1351.800049,0.119999997,43290472
FINO,Fine Organic Industries Ltd,/stocks/fine-organic-industries-FINO,Specialty Chemicals,FINEORG,Smallcap,5206.5,0.270000011,43112128
HMSD,Himatsingka Seide Ltd,/stocks/himatsingka-seide-HMSD,Textiles,HIMATSEIDE,Smallcap,89.19000244,-1.029999971,43021968
LOTU,Sri Lotus Developers and Realty Ltd,/stocks/sri-lotus-developers-and-realty-LOTU,Real Estate,LOTUSDEV,Smallcap,148.7299957,-0.879999995,42772032
WNDT,Wendt (India) Ltd,/stocks/wendt-india-WNDT,Industrial Machinery,WENDT,Smallcap,8060,-0.629999995,42758116
SRR,SRM Contractors Ltd,/stocks/srm-contractors-SRR,Construction & Engineering,SRM,Smallcap,509.75,-1.620000005,42309120
FINOP,Fino Payments Bank Ltd,/stocks/fino-payments-bank-FINOP,Private Banks,FINOPB,Smallcap,136.6000061,-1.529999971,42110828
PITE,Pitti Engineering Ltd,/stocks/pitti-engineering-PITE,Industrial Machinery,PITTIENG,Smallcap,974.2999878,0.870000005,41965984
PRCM,Precision Camshafts Ltd,/stocks/precision-camshafts-PRCM,Auto Parts,PRECAM,Smallcap,152.5700073,-0.680000007,41952884
KELE,Keltech Energies Ltd,/stocks/keltech-energies-KELE,Commodity Chemicals,KELENRG,Smallcap,7869.299805,5,41788148
SPML,SPML Infra Ltd,/stocks/spml-infra-SPML,Construction & Engineering,SPMLINFRA,Smallcap,196.4799957,-1.00999999,41651232
ACLL,Allcargo Logistics Ltd,/stocks/allcargo-logistics-ACLL,Logistics,ALLCARGO,Smallcap,8.380000114,0.119999997,41646644
WANB,Wanbury Ltd,/stocks/wanbury-WANB,Pharmaceuticals,WANBURY,Smallcap,286.4500122,-0.100000001,41403804
SANO,Sanofi India Ltd,/stocks/sanofi-india-SANO,Pharmaceuticals,SANOFI,Smallcap,3425,-1.419999957,41109100
SAPPH,Sapphire Foods India Ltd,/stocks/sapphire-foods-india-SAPPH,Restaurants & Cafes,SAPPHIRE,Smallcap,186.2400055,0.730000019,40926184
ORIS,Orissa Minerals Development Company Ltd,/stocks/orissa-minerals-development-company-ORIS,Mining - Diversified,ORISSAMINE,Smallcap,3924.5,-1.230000019,40762972
GARU,Garuda Construction and Engineering Ltd,/stocks/garuda-construction-and-engineering-GARU,Construction & Engineering,GARUDA,Smallcap,178.1199951,-0.879999995,40674804
RKS,R K Swamy Ltd,/stocks/r-k-swamy-RKS,Advertising,RKSWAMY,Smallcap,106.2200012,4.679999828,40583644
BHAE,Bhageria Industries Ltd,/stocks/bhageria-industries-BHAE,Specialty Chemicals,BHAGERIA,Smallcap,219.9600067,-4.110000134,40545000
INDOB,Indo Borax and Chemicals Ltd,/stocks/indo-borax-and-chemicals-INDOB,Commodity Chemicals,INDOBORAX,Smallcap,392.25,0.170000002,40534840
MAXVO,Maxvolt Energy Industries Ltd,/stocks/maxvolt-energy-industries-MAXVO,Batteries,MAXVOLT,Smallcap,365.7999878,-4.900000095,40455324
SWARA,Swaraj Suiting Ltd,/stocks/swaraj-suiting-SWARA,Textiles,SWARAJ,Smallcap,306.4500122,3.029999971,40405112
STAT,Star Cement Ltd,/stocks/star-cement-STAT,Cement,STARCEMENT,Smallcap,209.6900024,0.629999995,40233180
NAVN,Navneet Education Ltd,/stocks/navneet-education-NAVN,Publishing,NAVNETEDUL,Smallcap,150.0899963,1.289999962,40198564
SMARW,Smartworks Coworking Spaces Ltd,/stocks/smartworks-coworking-spaces-SMARW,Real Estate,SMARTWORKS,Smallcap,474.5499878,-1.360000014,40177340
MFM,Epigral Ltd,/stocks/meghmani-finechem-MFM,Commodity Chemicals,EPIGRAL,Smallcap,1021.599976,-1.669999957,40048180
MEN,Menon Pistons Ltd,/stocks/menon-pistons-MEN,Auto Parts,MENNPIS,Smallcap,73.44999695,11.02000046,39984852
RENA,Renaissance Global Ltd,/stocks/renaissance-global-RENA,"Precious Metals, Jewellery & Watches",RGL,Smallcap,121.3499985,0.689999998,39619504
BOND,Bondada Engineering Ltd,/stocks/bondada-engineering-BOND,Construction & Engineering,BONDADA,Smallcap,321.2000122,-0.159999996,39609688
SANST,Sanstar Ltd,/stocks/sanstar-SANST,Agro Products,SANSTAR,Smallcap,118.6999969,-0.400000006,39609100
MODIS,Modison Ltd,/stocks/modison-metals-MODIS,Electrical Components & Equipments,MODISONLTD,Smallcap,299.8500061,-2.690000057,39122052
STY,Stylam Industries Ltd,/stocks/stylam-industries-STY,Construction & Engineering,STYLAMIND,Smallcap,3230,-1.129999995,39005108
MALD,Mahindra Lifespace Developers Ltd,/stocks/mahindra-lifespace-developers-MALD,Real Estate,MAHLIFE,Smallcap,369.9500122,-0.600000024,38737904
AAL,A-1 Ltd,/stocks/a-1-acid-AAL,Commodity Chemicals,A1L,Smallcap,6.920000076,-4.949999809,38718632
PNGS,PNGS Reva Diamond Jewellery Ltd,/stocks/pngs-reva-diamond-jewellery-PNGS,"Precious Metals, Jewellery & Watches",PNGSREVA,Smallcap,422.0499878,1.690000057,38239564
VALUE,Value 360 Communications Ltd,/stocks/value-360-communications-VALUE,Advertising,VALUE360,Smallcap,87.90000153,1.210000038,38160588
PARKH,Apeejay Surrendra Park Hotels Ltd,/stocks/apeejay-surrendra-park-hotels-PARKH,"Hotels, Resorts & Cruise Lines",PARKHOTELS,Smallcap,124.8099976,4.400000095,37541600
ERIS,Eris Lifesciences Ltd,/stocks/eris-lifesciences-ERIS,Pharmaceuticals,ERIS,Smallcap,1431.099976,-1.210000038,37494696
AVAD,Avadh Sugar & Energy Ltd,/stocks/avadh-sugar-and-energy-AVAD,Sugar,AVADHSUGAR,Smallcap,511.8999939,4.989999771,37491360
INNOP,Innova Captab Ltd,/stocks/innova-captab-INNOP,Pharmaceuticals,INNOVACAP,Smallcap,957.8499756,-2.269999981,37410928
LAM,Lamosaic India Ltd,/stocks/lamosaic-india-LAM,Building Products - Laminates,LAMOSAIC,Smallcap,40.70000076,19.70999908,37364448
MHSC,Maharashtra Scooters Ltd,/stocks/maharashtra-scooters-MHSC,Two Wheelers,MAHSCOOTER,Smallcap,13014,-0.209999993,37326924
HPLE,HPL Electric & Power Ltd,/stocks/hpl-electric-and-power-HPLE,Electrical Components & Equipments,HPL,Smallcap,356.3999939,-1.070000052,37177772
ELIN,Elin Electronics Ltd,/stocks/elin-electronics-ELIN,Electronic Equipments,ELIN,Smallcap,100.0199966,-1.720000029,37090308
INF,Energy Infrastructure Trust,/stocks/india-infrastructure-trust-INF,Oil & Gas - Storage & Transportation,ENERGYINF,Smallcap,78,0.129999995,37064248
FOO,Foods and Inns Ltd,/stocks/foods-and-inns-FOO,FMCG - Foods,FOODSIN,Smallcap,63.13000107,9.159999847,36987200
SDB,Som Distilleries and Breweries Ltd,/stocks/som-distilleries-and-breweries-SDB,Alcoholic Beverages,SDBL,Smallcap,68.91000366,-1.399999976,36980260
KILBU,Kilburn Engineering Ltd,/stocks/kilburn-engineering-KILBU,Industrial Machinery,KLBRENG-B,Smallcap,481.1000061,-2.279999971,36872060
JUST,Just Dial Ltd,/stocks/just-dial-JUST,Online Services,JUSTDIAL,Smallcap,549.8499756,-1.00999999,36858132
TABE,Tasty Bite Eatables Ltd,/stocks/tasty-bite-eatables-TABE,Packaged Foods & Meats,TASTYBITE,Smallcap,8674,-1.159999967,36763208
PANR,Pansari Developers Ltd,/stocks/pansari-developers-PANR,Real Estate,PANSARI,Smallcap,313.5,1.190000057,36700072
STEI,Steel Exchange India Ltd,/stocks/steel-exchange-india-STEI,Iron & Steel,STEELXIND,Smallcap,12.73999977,2.819999933,36674128
DIBL,Dilip Buildcon Ltd,/stocks/dilip-buildcon-DIBL,Construction & Engineering,DBL,Smallcap,441.6000061,0.980000019,36629304
GULS,Gulshan Polyols Ltd,/stocks/gulshan-polyols-GULS,Specialty Chemicals,GULPOLY,Smallcap,191.7799988,1.360000014,36564392
WAK,Wakefit Innovations Ltd,/stocks/wakefit-innovations-WAK,Home Furnishing,WAKEFIT,Smallcap,125.9899979,-0.629999995,36508368
WSTC,West Coast Paper Mills Ltd,/stocks/west-coast-paper-mills-WSTC,Paper Products,WSTCSTPAPR,Smallcap,529.4000244,-0.49000001,36426916
IRBN,IRB InvIT Fund,/stocks/irb-invit-fund-IRBN,Roads,IRBINVIT,Smallcap,60.97000122,0.540000021,36324828
MSPO,MSP Steel & Power Ltd,/stocks/msp-steel-and-power-MSPO,Iron & Steel,MSPL,Smallcap,42.81000137,0.519999981,36084168
MTNL,Mahanagar Telephone Nigam Ltd,/stocks/mahanagar-telephone-nigam-MTNL,Telecom Services,MTNL,Smallcap,30,-1.450000048,36059940
LUMA,Lumax Industries Ltd,/stocks/lumax-industries-LUMA,Auto Parts,LUMAXIND,Smallcap,5340,-0.75,35912044
BRIH,Brightcom Group Ltd,/stocks/brightcom-group-BRIH,Advertising,BCG,Smallcap,9.970000267,0.610000014,35677636
ELGT,ELGI Rubber Co Ltd,/stocks/elgi-rubber-co-ELGT,Tires & Rubber,ELGIRUBCO,Smallcap,55.29000092,19.98999977,35556692
KRS,Krsnaa Diagnostics Ltd,/stocks/krsnaa-diagnostics-KRS,Hospitals & Diagnostic Centres,KRSNAA,Smallcap,562.8499756,-1.75,35495500
ASTR,Astrazeneca Pharma India Ltd,/stocks/astrazeneca-pharma-india-ASTR,Pharmaceuticals,ASTRAZEN,Smallcap,8310.5,0.829999983,35447444
DBRL,Valor Estate Ltd,/stocks/d-b-realty-DBRL,Real Estate,DBREALTY,Smallcap,114.6600037,-0.680000007,35317000
POER,Power and Instrumentation (Gujarat) Ltd,/stocks/power-and-instrumentation-gujarat-POER,Power Infrastructure,PIGL,Smallcap,117.9800034,4.260000229,34957640
GODE,Godrej Agrovet Ltd,/stocks/godrej-agrovet-GODE,Agro Products,GODREJAGRO,Smallcap,559.5,0.949999988,34942760
BBRM,"Bombay Burmah Trading Corporation, Ltd",/stocks/bombay-burmah-trading-corporation-BBRM,Tea & Coffee,BBTC,Smallcap,1556.699951,0.129999995,34898896
SCAC,Share India Securities Ltd,/stocks/share-india-securities-SCAC,Investment Banking & Brokerage,SHAREINDIA,Smallcap,138.6199951,-0.270000011,34773604
GODIG,Go Digit General Insurance Ltd,/stocks/go-digit-general-insurance-GODIG,Insurance,GODIGIT,Smallcap,313.5499878,0.100000001,34758388
WOHL,Wonderla Holidays Ltd,/stocks/wonderla-holidays-WOHL,Theme Parks & Gaming,WONDERLA,Smallcap,499.25,0.939999998,34569580
GODA,Godavari Biorefineries Ltd,/stocks/godavari-biorefineries-GODA,Diversified Chemicals,GODAVARIB,Smallcap,272.1000061,-2.329999924,34241308
SUPRE,Supreme Holdings and Hospitality India Ltd,/stocks/supreme-holdings-and-hospitality-SUPRE,Real Estate,SUPREME,Smallcap,51.06000137,9.199999809,34049460
JAR,Jaro Institute Of Technology Management & Research Ltd,/stocks/jaro-institute-of-technol-mgt-and-research-JAR,Education Services,JARO,Smallcap,509.7999878,-2.130000114,33874728
JAIC,Jai Corp Ltd,/stocks/jai-corp-JAIC,Textiles,JAICORPLTD,Smallcap,116.5999985,0.879999995,33666200
RMDR,RM Drip & Sprinklers Systems Ltd,/stocks/rm-drip-and-sprinklers-systems-RMDR,Agricultural & Farm Machinery,RMDRIP,Smallcap,20.10000038,-0.349999994,33038558
NEET,Neetu Yoshi Ltd,/stocks/neetu-yoshi-NEET,Auto Parts,NEETUYOSHI,Smallcap,143,-3.049999952,32823584
INEO,Styrenix Performance Materials Ltd,/stocks/ineos-styrolution-india-INEO,Commodity Chemicals,STYRENIX,Smallcap,2295.699951,-1.950000048,32761996
NAY,Meghna Infracon Infrastructure Ltd,/stocks/naysaa-securities-NAY,Real Estate,MIIL,Smallcap,721.1500244,0.109999999,32731028
